article_body,article_date,article_title,image_link
"Due to the shrinking market for power plants in France, GE announced it is considering ways to cut costs and make its operations more efficient.Due to the shrinking market for power plants in France, GE announced it is considering ways to cut costs and make its operations more efficient.According to Reuters, General Electric (GE) is planning to cut up to 1,044 positions, mainly at its Belfort site, which employs 4,300 people. It is reported that the company would potentially cut 792
out of 1,900 jobs at the gas power unit, and possibly 252 other support
positions.The remaining reductions also would occur mainly at Belfort, which handles gas, steam, nuclear and hydro technology, the company said.In response to this development, French Finance Minister Bruno Le Maire said he would fight to save jobs at one of the firm's factories in eastern France.“We are ready to fight alongside you ... and local
politicians and obviously alongside GE workers to ensure the industrial future
of the GE site,” said Le Maire.The company presented its plans to French union officials on Tuesday. The company maintains that the proposals “are in line with the company’s intention to improve operational and financial performance of its gas activities"".Reuters reported that French industrial group Alstom was
Belfort’s biggest employer until 2014 when it sold its gas turbine
manufacturing business to GE, which pledged to create 1,000 jobs to win backing
for the deal from the French government.However, that commitment fell short as the gas turbine power
plant market collapsed. General Electric has created only 25 jobs, and in February agreed to pay $56 million into a reindustrialisation fund for falling short of the target. Le Maire said he wanted the money to be used in Belfort to support projects in aeronautics, dismantling nuclear plants and the hydrogen industry. Since you're here, this will also be of interest to you: Global energy transition will be harder without nuclearLog in to leave a comment ","June 4, 2019","GE to potentially cut over 1,000 jobs in France",https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/06/Jobs.jpg
"Nigeria is set to undertake a second issuance; a Series II Green Bond of up to N15 billion ($42 million).Nigeria is set to undertake a second issuance; a Series II Green Bond of up to N15 billion ($42 million).This follows the country's successful debut green bond issuance of N10.69 billion ($30 million) in December 2017 - by which Nigeria became the first African country to issue a green bond.The Nigerian Debt Management Office noted that the Series II
Green Bond issuance is a further demonstration of the government’s commitment
to the reduction of greenhouse gas emissions by 20% (unconditionally) by 2030,
as outlined under the Paris Agreement signed on 21 September 2016. Through the Offer, the federal government seeks to raise N15
billion to finance projects with green credentials. These eligible green projects can be classified under three themes within the green bond framework, namely: renewable energy, afforestation, and transportation.According to the office, Moody’s Investors Service has
assigned a GB1 (Excellent) Green Bond Assessment to the Offer.Now the Debt Management Office said it is working with
Chapel Hill Denham Advisory Limited, Capital Assets Limited, Rand Merchant Bank
Nigeria Limited, and Stanbic IBTC Capital Limited as Financial Advisers/Issuing
Houses to the Offer.The Nigeria ministry of environment implements programmes
and projects that provide the enabling environment for the achievement of the
emissions targets that have been outlined in its Nationally Determined
Contributions. To execute these projects, the ministry is collaborating
with the ministry of finance.Eligible project must fall into a least one of the following
eligible sectors defined in the next section.ThemeEquivalent NDC   TargetProject TypeThemeEquivalent NDC TargetProject TypeRead the updated green bond frameworkLog in to leave a comment ","June 4, 2019",Nigeria moves to its second green bond issuance,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/03/Nigerian-flag.jpg
"2018 was a record-breaking year for wind turbine manufacturers in Africa. The South African government signed long-pending PPAs in April 2018, which helped independent power producers (IPPs) to announce final investment decisions, according to new research from Wood Mackenzie Power & Renewables.2018 was a record-breaking year for wind turbine manufacturers in Africa. The South African government signed long-pending PPAs in April 2018, which helped independent power producers (IPPs) to announce final investment decisions, according to new research from Wood Mackenzie Power & Renewables.As noted in the report, 'Africa wind power market outlook 2019', construction activity in South Africa will peak at more than 1GW of capacity in 2020 and 2021 as developers race to operationalise projects that were awarded through bidding window 4 in 2015. In the longer term, the country's Integrated Resource Plan is expected to target more than 10GW of additional wind power capacity through 2030, while President Cyril Ramaphosa’s proposed reforms for the power sector will create a more favourable environment for renewable energy deployment.""Africa’s most industrialised economy, South Africa, boasts its largest wind power market, with 2.1GW of operational capacity as of Q1 2019,” noted Sohaib Malik, Wood Mackenzie Power & Renewables Senior Analyst.Malik continued: “Issues
with governance that took place in 2016 and 2017 were bad news for the local
wind market, as no new additions were recorded in 2018. However, installations
are expected to recommence in 2019 with 130MW of new capacity additions on tap,
though potential project delays jeopardise that capacity and limit any upside
potential for additional capacity. Growth prospects improve thereafter, with
more than 1GW of capacity expected in 2020 and 2021 combined.“This outlook is supported
by ongoing construction activity, peaking in 2020 as IPPs race to achieve
commercial operations.”Developers only
commissioned projects in four markets in Africa during 2018.Malik highlighted some wind turbine manufacturers successes from last year including the 310MW Lake Turkana project in Kenya, the largest single installation on the African continent. Nareva Holding built
the 205MW Aftissat wind project, utilising SGRE turbines. “Lastly, the New and
Renewable Energy Authority (NREA) of Egypt commissioned the final segment of
its Gulf of El-Zayt extension, adding 120MW of capacity in 2018. Cumulative
wind power capacity in Africa stood at 5.5GW by the end of 2018,” he stated.“Africa’s wind project
pipeline stands at 18GW as of Q1 2019. The project realisation rate, however,
remains low in the region due to a host of challenges faced by developers,” Malik
pointed out. As some governments took measures to address
these issues, the regional market is expected to recover and grow exponentially
between 2019 and 2021. “This growth is underpinned by a five-fold increase year-on-year in turbine order intake in 2018 and 6.5GW of wind capacity in advanced stages of development. The scale of the development pipeline underlines the ability of the continent’s largest wind markets to grow in a sustained manner, providing a blueprint for emerging markets to tap their wind potential and fuel economic growth,” added Malik. Inconsistent policy
measures have historically plagued wind market growth in Africa, however that
is beginning to change.According to Malik,
there’s a growing momentum behind the development of long-term incentive
mechanisms to support the regional wind market. “Competitive
procurement has proven to be the favoured tool of policy support, with South
Africa and Morocco introducing auction programs in 2011 and 2015, respectively.“Tunisia solicited bids for wind IPPs in 2017, while Kenya and Ethiopia are contemplating the launch of auctions for future installations. These developments mirror global trends where competitive procurement regimes have resulted in lower tariffs in many countries. Notably, this trend may be less impactful in emerging markets, which are expected to grow by less than 800MW of capacity through 2028, as auction volumes may not be sufficient to draw the attention of global wind industry leaders,"" stated Malik.Another interesting development: Largest offshore wind farm kicks into operationsLog in to leave a comment ","June 6, 2019",2018: A good year for wind turbine manufacturers in Africa,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/03/wind-power.jpg
"Azuri Technologies, a leading provider of pay-as-you-go solar home solutions to off-grid households across Africa, has announced a strategic investment of $26 million, led by Fortune Global 500 company Marubeni Corporation.Azuri Technologies, a leading provider of pay-as-you-go solar home solutions to off-grid households across Africa, has announced a strategic investment of $26 million, led by Fortune Global 500 company Marubeni Corporation.The investment has additional participation from existing shareholders, including FTSE 250 company IP Group plc.Azuri
Technologies provides solar home systems to off-grid consumers in sub-Saharan
Africa on a pay-as-you-go basis. These systems enable households without access
to the grid to benefit from modern conveniences, from electric light to
satellite TV and Internet access via smartphones.Japanese
corporation Marubeni has global interests in energy and substantial experience
in Africa. The capital infusion will enable Azuri to accelerate expansion in
existing sub-Saharan Africa markets and roll-out its solar lighting, TV and
additional services into new markets, with a focus on enhancing the lives of
millions living without access to the grid.“We are
delighted today to announce the equity investment by Marubeni Corporation and
existing shareholders. The entry of a leading player in the international
energy market into this sector demonstrates the increasing maturity of off-grid
power and its role in serving the 600 million people in Africa that still lack
access to electricity,” said Simon Bransfield-Garth, CEO of Azuri Technologies.“We believe
that Azuri's unique business model will have a profound impact on the growing
off-grid energy market in Africa,” said Yoshiaki Yokota, Chief Operating
Officer, Power Business Division at Marubeni Corporation.“The global
energy market is evolving rapidly, with the introduction of new renewable
technologies and energy-efficient devices. We are delighted to be a strategic
partner of Azuri as a market leader and see their solar home solutions and
services as catalysts for change in the Africa energy sector and beyond.”Jamie Vollbracht, Partner at IP Group added: “As an early investor in Azuri, we are pleased with its growth to date, with over 150,000 systems sold, positively impacting off-grid households in Africa. Today we are delighted to welcome Marubeni to the business to help power the next exciting phase of growth for Azuri.” Azuri Technologies was featured in The African Power & Energy Elites, 2019. Read their project showcase here.  Log in to leave a comment ","June 5, 2019",Solar pioneer announces $26m equity investment,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/06/Azuri-T-optimised-.jpg
"Sustainable energy solutions provider Vestas has developed a full engineering, procurement and construction (EPC) solution for the 35MW Wesley wind project located in the Eastern Cape. Sustainable energy solutions provider Vestas has developed a full engineering, procurement and construction (EPC) solution for the 35MW Wesley wind project located in the Eastern Cape. The order is placed by EDF Renewables and adds to Vestas’ more than 100 successfully executed EPC projects, totalling more than 4GW capacity around the world.The contract comprises supply, installation and commissioning of ten V126-3.45MW turbines, as well as the project’s full scope civil and electrical works. Upon completion of the project, Vestas will commence a 15-year full-scope service agreement (AOM 4000) as well as a VestasOnline Business SCADA solution.“We are proud to be chosen as the solution provider for this wind project at the Eastern Cape. This turnkey project highlights our ability to deliver cost-competitive, customised solutions that ensure a solid business case for our long-term and highly-valued customer EDF Renewables”, states Nils de Baar, President of Vestas Northern & Central Europe.  Deliveries are expected to begin in the first half of 2020 while commissioning is planned for the second half of 2020.Log in to leave a comment ","June 5, 2019",Vestas to deliver EPC solution for Wesley wind project in South Africa,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/08/bird-study-wind-farms-123rf.jpg
"Global electrical test equipment expert Megger has acquired Power Diagnostix of Aachen, Germany, a leader in the development and manufacture of high voltage diagnostic equipment, and in the provision of diagnostic services for high voltage installations. Global electrical test equipment expert Megger has acquired Power Diagnostix of Aachen, Germany, a leader in the development and manufacture of high voltage diagnostic equipment, and in the provision of diagnostic services for high voltage installations. A company statement highlighted that this acquisition greatly enhances Meggers’ capabilities, particularly in the field of Partial Discharge (PD) testing where Megger can now offer diagnostic solutions for MV and HV electrical assets. These include  transformers, bushings, generators, motors, switchgear and GIS/GIL installations, all of which complements the company’s existing cable and substation test and diagnostics solutions and services.The acquisition of Power Diagnostix significantly extends Megger’s technical and manufacturing capabilities, particularly in the field of Partial Discharge (PD) testing, where the company can now offer diagnostic and condition monitoring solutions for medium- and high-voltage (MV and HV) electrical assets, including gas insulated switchgear, transformers, motors and generators. These new capabilities neatly complement Megger’s
existing capabilities in cable testing and diagnostics.Following the acquisition, business will
continue as usual for both organisations. Dr Detlev Gross, the founder and
former owner of Power Diagnostix, will take up the role of Managing Director of
Megger’s Power Diagnostix business, thereby guaranteeing continuity and
guidance during the process of integration, and ensuring that his unmatched
expertise continues to be available to the organisation.Megger’s CEO, Jim Fairbairn, commented: “Our
strategy is to continue to build on the impressive growth of the last decade by
acquiring companies with exceptional expertise and capabilities that complement
our own. “Power Diagnostix is just such a company, and this acquisition is a very significant development for us. It gives us access to some of the most innovative and effective technologies in the HV and MV sectors, which means we can now offer a truly comprehensive range of on-line monitoring and diagnostic solutions for electrical OEMs, power utilities and others who operate HV and MV equipment and networks.”“Finding
the right partner to support the future success of Power Diagnostix was no easy
task,” said Dr Detlev Gross. He
continued: “Having founded the company and guided it through every stage of its
development for the last 33 years, I very much wanted a partner that would not
only have the financial and marketing resources needed to take the business
forward but would also build on its achievements rather than simply exploiting
them. “Megger
has an excellent track record in this respect, as is clearly shown by the
smooth and mutually beneficial integration it has achieved with other companies
it has acquired. And there can be no doubting Megger’s commitment to harnessing
the latest technology to meet the real needs of its customers.”Megger is therefore an ideal partner for
Power Diagnostix, he added.  In conclusion, Gross said: “The acquisition of our business ensures long-term continuity and provides access to Megger design concepts that can be used within our already very successful product ranges, while the extensive Megger sales network will ensure that our diagnostic equipment, test services and online monitoring expertise become increasingly available around the world.”You will also find this article interesting: Blackout alert: WAMPAC solution for complex gridsLog in to leave a comment ","June 10, 2019",High voltage diagnostic acquisition marks strategic growth for Megger,
"Among the five shortlisted companies is Nyamezela Metering who are vying for The Factory of the Year award, a global benchmarking competition run by A.T. Kearney.Among the five shortlisted companies is Nyamezela Metering who are vying for The Factory of the Year award, a global benchmarking competition run by A.T. Kearney.Selected by
a jury panel comprising the Department of Trade and Industry, Manufacturing Circle,
Council the Scientific and Industrial Research (CSIR) and the Lean Institute
Africa.  Submissions are judged across five key dimensions: customer satisfaction, quality, value creation, economics and agility. Read more: Metering must contribute to the global reduction of CO2 footprint – read how!Read more:Since its inception in Germany in 1992, it has become the leading global benchmarking competition for manufacturing firms.Matsotso Vuso, MD of Nyamezela Metering, said: ""This is an affirmation to our management, staff and strategic partners that we are a world-class factory that is manufacturing world-class products. We are honoured to have made the shortlist alongside blue-chip giants in manufacturing.""Vuso emphasised that this shortlist confirms that black industrialists can benchmark to the best standards and be innovative. ""We urge the implementing agencies of government to support the black industrialization initiative. This will impact in uprooting the social ills and creating the much-needed jobs and thus growing our economy.""He added: ""Our factory employs 45 technicians from TVET colleges nationally and the majority of our staff are from the rural areas. The real winners today, are these technicians together with the support staff at Nyamezela.""According to Igor Hulak, Partner at A.T. Kearney, the Factory of the Year Award is recognised as the toughest benchmarking test for companies based on standards and best practices from over 2,000 factories across all industries and over 30 countries.  Hulak adds: “Today’s globalised world presents a challenge for all manufacturing operations. To successfully sustain and grow production, achieving and maintaining world-class excellence in manufacturing is a top priority. Factory of the Year aims to identify and reward world-class performance and provides all participants with a confidential evaluation of their competitive position as part of our assessment of all finalists.”Theo Sibiya, managing director of A.T. Kearney South Africa, further emphasised: “From a local perspective, the South African manufacturing sector’s contribution to GDP has declined significantly from highs of above 22% in the early 1990s to approximately 12% today. This has had a negative effect on the country’s development agenda.”Since 1992, hundreds of factories have participated and benefited from the independent, cross-industry feedback that comes with the benchmark. It has enabled them to analyse their strengths and weaknesses and initiate spot-on improvements. Now read this: No unemployment problem in South Africa says SACEECNow read this:“Factory of
the Year competition is an important initiative aimed at promoting the
competitiveness of the local manufacturing sector and its importance to the
South African economy, and it’s a great way for organisations to identify and
drive improvements needed to deliver competitiveness both locally and
globally,” concluded Sibiya.The winner will be announced at an awards ceremony in Sandton, South Africa on 26 June.Log in to leave a comment ","June 11, 2019",Who made the Factory of the Year award shortlist?,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/06/Smart-factory.-Manufacturing.-123rf.jpg
"To move trade across African borders, the President of the African Development Bank (AfDB) said the Bank has invested around $1 billion through various initiatives, including cross border infrastructure. To move trade across African bordersthe President of the African Development Bank (AfDB) said the Bank has invested around $1 billion through various initiatives, including cross border infrastructure. Most has gone to small and medium enterprises – the engine of economic growth. Speaking to journalists prior to the Bank’s 2019 Annual Meetings, due to open today in Malabo, Equatorial Guinea,  Akinwumi Adesina said:  “If we get integration right, Africa can develop with dignity and confidence.""The theme of this year’s meetings is ‘Regional Integration for Africa’s Economic Prosperity'. Regional integration gained momentum with the agreement on the African Continental Free Trade Area (AfCFTA) in March 2018 and is now at the threshold of its launch next month.The AfCFTA will constitute the world’s largest free trade area, consolidating an integrated market of 1.3 billion consumers with a combined gross domestic product (GDP) of about $3.4 trillion. It is estimated that Africa’s GDP growth could reach 6% a year in a continent without borders (UNECA).Cesar A. Mba Abogo, Equatorial Guinea’s Minister of Finance and Economic Planning, who co-hosted the press conference, spoke about the country’s significant efforts on the economic and infrastructure front, to connect markets in Central Africa.“It is a real privilege to host the Bank’s Annual Meetings… the Bank’s High 5s – are very much in line with our development strategy between now and 2025,” Abogo said, revealing that the country’s road networks both in Malabo and throughout the mainland, were better than across large parts of Africa. In addition, Equatorial Guinea has invested in social housing and will continue to improve human capital, through capacity building and training programmes, while recognising the challenges presented by skill shortages.Equatorial Guinea had been selected as host of the Annual Meetings because of its economic potential and because Central Africa could benefit a great deal from regional integration, said Adesina.“We believe that the potential is immense, but the level of integration is not enough, ” he said.Regional integration is one of the Bank’s High 5s and is seen as pivotal to boosting Africa’s economic development.The Bank is committed to accelerating Africa’s integration process. In the last five years, the Bank has invested more than $15 billion in the construction of regional infrastructure in energy, transport and ICT. Some of these projects include a $93.8 million loan for the long-awaited Trans-Gambia bridge linking the Gambia and Senegal, resulting in a 50% cut in freight costs and improved transport, health and education services for 900,000 local people. Read more: Chad: AfDB President pledges deeper cooperation for energy sectorEarlier in the morning at a media breakfast, Adesina underscored the importance of regional integration in Africa.“If we get our integration right, Africa will be more competitive, will be able to create a massive amount of jobs and, more importantly, Africa can develop in dignity and confidence,” Adesina said.The Annual Meetings will be an opportunity for experts, governments, businesses, civil society, think tanks and academia to share their candid assessments on regional integration efforts and dialogue on critical issues concerning Africa’s development.Log in to leave a comment ","June 11, 2019",Africa’s regional integration gains momentum,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/12/33968918_xl-Africa-rising.jpg
"Former United Nations Under-Secretary-General, Dr
Kandeh Yumkella, will become an advisor to the International Energy Agency (IEA)
on Africa and energy access issues.Former United Nations Under-Secretary-General, Dr
Kandeh Yumkella, will become an advisor to the International Energy Agency (IEA)
on Africa and energy access issues.Dr Yumkella previously served as Chair of UN-Energy, which promotes inter-agency collaboration on energy at the United Nations, between 2008 and 2015 and was the founding CEO of the Sustainable Energy for All (SE4ALL) initiative. Read more on:  2018: A good year for wind turbine manufacturers in Africa Dr Yumkella has brought a
renewed and vital focus to global energy issues, maintaining a strong
commitment to championing energy access.Delighted to welcome ⁦@KYumkella⁩ joining @IEA as an adviser. He will bring a wealth of experience and expertise and help enhance our work on Africa cooperation and energy access at such an important time. https://t.co/w8U9ueeXIt“I welcome him as an advisor who will bring a wealth of relevant experience and expertise to our activities in Africa and beyond,” said Dr Fatih Birol, the IEA’s executive director. Prior to his work at
the United Nations, Dr Yumkella was Sierra Leone’s Minister for Trade, Industry
and State Enterprises and an assistant professor at Michigan State University.Dr Yumkella’s work for the IEA will include advising on the agency’s 2019 special report on Africa, which will identify key issues and priorities to promote energy development across Africa.Log in to leave a comment ","June 11, 2019",Dr Yumkella joins IEA as an advisor on Africa,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/06/Dr-Kandeh-Yumkella.jpg
"Dubai Electricity and Water Authority (DEWA) seeks to appoint consultants for the development of floating solar PV plants in the Arabian Gulf.Dubai Electricity and Water Authority (DEWA) seeks to appoint consultants for the development of floating solar PV plants in the Arabian Gulf.The consultancy services include:Read more on: South Africa’s first floating solar PV installation unveiledHE Saeed Mohammed Al Tayer, MD & CEO of DEWA, commented: “At DEWA, we launch innovative initiatives and solutions in line with our vision to provide an innovative and sustainable world for generations to come. Floating photovoltaic systems are one of the most prominent emerging technologies that rely on installing solar photovoltaic systems directly above water.”Achieving the objectives of the Dubai Clean
Energy Strategy 2050 will require a production capacity of 42,000MW of clean
and renewable energy by 2050.DEWA launched several
ambitious initiatives and projects to achieve these objectives, including the
Mohammed bin Rashid Al Maktoum Solar Park. This is the largest single-site solar park in the world, based on the Independent Power Project model, with a planned capacity of 5,000MW by 2030 at a total investment of AED 50 billion.Log in to leave a comment ","June 11, 2019",Consultants wanted for floating solar market in Dubai,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/10/floating-solar.jpg
"Russia's Rosatom and China National Nuclear Corporation (CNNC) have signed a contract to build power units 3 and 4 at the Chinese nuclear power plant of Godabu.Russia's Rosatom and China National Nuclear Corporation (CNNC) have signed a contract to build power units 3 and 4 at the Chinese nuclear power plant of Godabu.The agreement states that Rosatom will supply them with the latest Russian-designed VVER-1200 reactors.Read more: Nigeria engages Rosatom on nuclear developmentThe contract was signed by representatives of the Engineering Department at Rosatom and the CNNC.""We are starting the practical implementation of a new Russian nuclear power plant project with a Russian design in a new location, taking into consideration the contract signed in advance for China's Tianwan nuclear plant, as the company will be building four energy units of the third developed generation until 2028,"" said Alexei Lekachev, CEO of Rosatom.  The general contract for the construction of Russian-designed power units No. 7 and No. 8 based on VVER-1200 reactor technology at Tianwan NPP was signed earlier in March 2019.  Xudapu NPP units No. 3 and No. 4 power start-ups are scheduled for 2027 and 2028, respectively. As for the Tianwan NPP, the power start-up of unit No. 7 is scheduled for 2026 while unit No. 8 power start-up is planned for 2027. Сontracts formulation was held in line with a strategic package of agreements defining key areas for development of cooperation between Russia and China in nuclear energy sector for the coming decades. The strategic package of agreements was signed on June 8, 2018, during Russian President Vladimir Putin’s state visit to China. Log in to leave a comment ","June 12, 2019","Russia, China ink deal for Chinese nuclear plant",https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/02/22750442_xl-nuclear-power-plant-at-night-1.jpg
"Greenpeace Africa has commissioned a study outlining workable solutions for South African parastatal Eskom, which could help with the country's electricity supply industry crisis.Greenpeace Africa has commissioned a study outlining workable solutions for South African parastatal Eskom, which could help with the country's electricity supply industry crisis.The study titled, ‘Eskom: A roadmap to powering the future’by Energy Economist, Prof. Dr Uwe Leprich, provides a clear roadmap for the sinking utility's reform and adaptation.“Fundamental reforms of the South African electricity sector and Eskom’s business model are inevitable and urgent. This report presents a roadmap with solid options for the country's electricity supply industry crisis, outlines a realistic and sustainable future for Eskom, and ensures that all crucial functions of the South African electricity system improve,"" said Happy Khambule, Greenpeace Africa’s Senior Political Advisor. Read more: Eskom must comply with minimum emission standards, says GreenpeaceKey recommendations
for Eskom's reform include:Implementing these recommendations would give Eskom an opportunity to stabilise its economic situation, reduce its debt and become a constructive promoter of the necessary transition of the electricity sector to renewable energy in South Africa. Read more: Sector needs multidisciplinary skills to ensure progress“Eskom's reform is
almost laughably overdue; the utility is technically insolvent, inefficient,
unable to guarantee security of supply, wildly unprepared for an energy
transition to renewable energy and is the country's biggest emitter of toxic pollutants
and greenhouse gases, which are driving us towards a climate and pollution
emergency,” said Happy Khambule, Greenpeace Africa's Senior Political Advisor.The report follows
several international experiences and trends of phasing out coal, and unbundling
and breaking up absolute monopolies in the electricity sector. It also proposes
the introduction of an independent transmission operator to improve the
security of electricity supply and provide fair access for new renewable power
plants such as wind and solar.""Now, the new administration needs to prove their credibility and that their pre-electoral promises about the reform of Eskom and the electricity sector were not merely cheap electioneering tactics. The decisions that need to be taken about Eskom’s future will not be easy, but it is the government’s responsibility to ensure that a bold shift to renewable energies, with Eskom as a public good at the centre, becomes a reality. If they do so, and create and implement a Just Transition framework, South Africa’s electricity sector can only flourish,"" ended Khambule.Log in to leave a comment ","June 12, 2019","Possible coal phase-out for SA by 2040, says environmental group",https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/02/Coal.jpg
"Finnish development financier Finnfund has signed a $5 million long-term senior debt financing to Starsight Power Utility Limited group in Nigeria to encourage green investment. Finnish development financier Finnfund has signed a $5 million long-term senior debt financing to Starsight Power Utility Limited group in Nigeria to encourage green investment. Starsight offers solar-diesel-battery hybrid generation and efficient cooling and lighting solutions to commercial and industrial clients throughout Nigeria, which according to the Fund will cut the customer’s use of fossil fuels by up to 70% thanks to improved energy efficiency and the use of solar power.Read more: Nigeria moves to its second green bond issuance“Nigeria regularly suffers from power outages and especially commercial and industrial companies are heavily dependent on diesel generators”, says Finnfund’s Investment Manager Eero Pekkanen. “We are pleased to partner with Finnfund and Norfund at the forefront of our bid to deliver improved energy reliability, cost savings and environmental benefits to Nigeria’s commercial and industrial power consumers”, says Damilola Agbaje, director at Starsight and investment principal at African Infrastructure Investment Managers. Agbaje added: “Together, we are reimagining power provision to key employers in the Nigerian economy.”The debt financing of Starsight is Finnfund’s first step into the energy market in Nigeria. Read more: Investment platform open for solar plants in West AfricaWith the additional $10 million of total funding from Finnfund and Norfund, Starsight will install its innovative solar power generation systems across a portfolio of several hundred commercial bank branches in Nigeria. Starsight is backed by Helios Investment Partners and the African Infrastructure Investment Managers, the largest Africa-focused, private equity and infrastructure investment firms.Log in to leave a comment ","June 13, 2019",FinnFund invests in Nigeria’s green growth,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/02/7856238_m-solar.-renewable-energy.-123rf.jpg
"A new analysis highlights how European Investment Bank (EIB) financing of fossil fuel projects – in particular, gas pipelines and LNG terminals – is not compatible with EU climate commitments or the aims of the Paris Agreement.A new analysis highlights how European Investment Bank (EIB) financing of fossil fuel projects – in particular, gas pipelines and LNG terminals – is not compatible with EU climate commitments or the aims of the Paris Agreement.The report Gas and the European Investment Bank: Why new gas infrastructure investment is incompatible with climate goals comes as the EIB is considering new limits to fossil fuel finance in its energy lending policy.  As the world's largest multilateral lender, the EIB has faced growing pressure from civil society to end their financing of fossil fuels, which averaged more than €2 billion ($2.2 billion) per year between 2013 and 2018. Their fossil fuel finance topped €2.5
billion in 2018, the bulk of which supported parts of the controversial
Southern Gas Corridor, including the Trans Adriatic Pipeline (TAP) and the
Trans-Anatolian Pipeline (TANAP).The new report, published by Oil Change International, debunks a key argument some of the Bank’s shareholders and the gas industry have used to justify continued finance for gas: that new gas infrastructure can be made climate compatible by converting it to carry so-called non-fossil gas in the future. Read more on: Global gas demand to rise 10% over the next five yearsThe report shows this argument goes against
all eight of the climate action scenarios in the European Commission’s
long-term vision on climate, which would see the future role of gas shrink
considerably, and underscores the serious limitations to non-fossil gas
technologies.The report also analyses the EU’s priority
gas projects – in the list of Projects of Common Interest (PCIs) – and
determines that a substantial majority of the money being spent on them (72%)
is for projects that are inextricably linked to fossil gas sources, and thus
exceedingly unlikely to be converted to carry sources of non-fossil gas.“The EIB and its Member State shareholders
are coming up with creative excuses to keep calling gas a ‘bridge fuel’. But
the science is crystal clear that we need to leave all fossil fuels in the
ground and get on with a just transition to 100% renewable energy,” said Bronwen
Tucker, report co-author and analyst at Oil Change International.The report is being released in conjunction
with an open letter calling for a fossil free EIB signed by more than 70 civil
society organizations and academics. Both have come out just as the EIB's Board
of Governors – comprised of the Ministers of Finance of its EU Member State
shareholders – gather on June 14th in Luxembourg for their annual meeting.The open letter and the report both call on
the EIB’s management to rule out all fossil fuel finance in their new energy
lending policy.“The last time the EIB did this review, in
2013, people all over Europe demands a safe climate future were able to
convince the Bank to end direct finance for coal and increase their funding for
renewables and energy efficiency,” said Tucker.“Looking back, it’s clear that we were
right then, and we’re right today. It’s 2019 and the EIB is lagging behind the
science and its public finance peers like the World Bank Group. Public pressure
is stronger than ever because we are in the midst of a climate emergency, and
we know the EIB must finally stop funding all fossil fuels,” Tucker added.The full report can be downloaded hereThe open letter can be read hereLog in to leave a comment ","June 13, 2019",Energy lending policy review debunks financing fossil fuel,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/04/Climate-finance.jpg
